sample_id,cohort,source_stem,parent_group_id,tile_index_zyx,split,image_path,mask_path,swc_path,image_size_bytes,mask_size_bytes,swc_size_bytes,eligible,skip_reason,optional_auxiliary_notes
raw-analysis__fMOST_1_7_6_0_0_4_0001_02_00,raw-analysis,fMOST_1_7_6_0_0_4_0001_02_00,fMOST_1_7_6_0_0_4,"(1, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_02_00.swc,2446572,1335828,199255,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0001_02_01,raw-analysis,fMOST_1_7_6_0_0_4_0001_02_01,fMOST_1_7_6_0_0_4,"(1, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_02_01.swc,2479301,1299762,186161,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0001_02_02,raw-analysis,fMOST_1_7_6_0_0_4_0001_02_02,fMOST_1_7_6_0_0_4,"(1, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0001_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0001_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0001_02_02.swc,2540765,1109916,216331,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_00_00,raw-analysis,fMOST_1_7_6_0_0_4_0002_00_00,fMOST_1_7_6_0_0_4,"(2, 0, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_00_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_00_00.swc,2799251,1221733,262697,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_00_01,raw-analysis,fMOST_1_7_6_0_0_4_0002_00_01,fMOST_1_7_6_0_0_4,"(2, 0, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_00_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_00_01.swc,2658690,1152765,237486,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_00_02,raw-analysis,fMOST_1_7_6_0_0_4_0002_00_02,fMOST_1_7_6_0_0_4,"(2, 0, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_00_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_00_02.swc,2616210,1070000,259250,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_01_00,raw-analysis,fMOST_1_7_6_0_0_4_0002_01_00,fMOST_1_7_6_0_0_4,"(2, 1, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_01_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_01_00.swc,2810922,1284519,284293,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_01_01,raw-analysis,fMOST_1_7_6_0_0_4_0002_01_01,fMOST_1_7_6_0_0_4,"(2, 1, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_01_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_01_01.swc,2780789,1296739,274405,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_01_02,raw-analysis,fMOST_1_7_6_0_0_4_0002_01_02,fMOST_1_7_6_0_0_4,"(2, 1, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_01_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_01_02.swc,2763788,1220654,264027,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_02_00,raw-analysis,fMOST_1_7_6_0_0_4_0002_02_00,fMOST_1_7_6_0_0_4,"(2, 2, 0)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_02_00.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_02_00.swc,2790341,1353094,285815,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_02_01,raw-analysis,fMOST_1_7_6_0_0_4_0002_02_01,fMOST_1_7_6_0_0_4,"(2, 2, 1)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_02_01.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_02_01.swc,2793723,1236800,281988,True,,[]
raw-analysis__fMOST_1_7_6_0_0_4_0002_02_02,raw-analysis,fMOST_1_7_6_0_0_4_0002_02_02,fMOST_1_7_6_0_0_4,"(2, 2, 2)",,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\images\fMOST_1_7_6_0_0_4_0002_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\mask\fMOST_1_7_6_0_0_4_0002_02_02.tif,E:\ULM\hatimb-particle_flow_simulator\ulm_3D_vascular\vessel_model\T - A high-resolution dataset of mouse brain vasculature\raw_data\analysis_data\analysis_data\swc\fMOST_1_7_6_0_0_4_0002_02_02.swc,2874593,1343221,296000,True,,[]
